ReviewId,RecipeId,AuthorId,AuthorName,Review,DateSubmitted,DateModified
566559,1633,616595,ctrbl46,"This recipe is very good. I used Heart Smart Bisquick instead of the biscuit mix and I used Splenda sugar blend to help cut down on the fat. Next time I will use diet 7-up to help in that area, other wise the recipe was great, family loved it.",01/27/2008 17:41:53,01/27/2008 17:41:53
567073,1438,105692,STK FD WIFE,"This cookie baked up nice and fluffy.  Looked and smelled wonderful.  My daughter loved the cookie dough. Very easy, to make.  I added a whole bag of chocolate chips.",01/28/2008 01:38:33,01/28/2008 01:38:33
567243,1209,440047,akram,A big hit and easy to make. I mixed everything but the spinach and artichoke the night before. I then added them and put them in the quiche dish and placed it in the oven. It cooked while I set up. Everyone loved it too! Thank you,01/28/2008 05:05:25,01/28/2008 05:05:25
567409,632,624357,Laurie Marie,"Yummy muffins! I cut the recipe in half, used whole milk and a whole egg.  DH is not fond of blueberries so I filled 3 muffins cups before folding 1/4 cup berries into the remaining batter. Topped the plain muffins with cinnamon sugar.",01/28/2008 15:22:05,01/28/2008 15:22:05
567727,998,743373,crafty chef,"This was wonderful! Reminded me of these delicious desserts I used to eat as a kid, but can't find anymore. Thanks!",01/28/2008 20:08:54,01/28/2008 20:08:54
567861,76,427761,Chunx,wonderful & easy!,01/29/2008 00:57:00,01/29/2008 00:57:00
568090,1236,654929,Tayders momma,"OMG!!  I made this with corn on the cob and twice baked  potatoes.  This was easy to make, and VERY, VERY tasty.  I will definately make this again.  I would not be ashamed to fix this for a big family get together, or friends over....yummy.",01/29/2008 05:21:26,01/29/2008 05:21:26
568255,261,601098,dixiechick540,The perfect soup. My whole family loved it. I had to triple the batch the second time I made it so people could have more. When I serve it I sprinkle just a little bit more cheese on the top with the parsley.,01/29/2008 15:57:49,01/29/2008 15:57:49
568262,318,607376,nancyleeshirley,Loved this Pie!  So easy and very tasty!,01/29/2008 16:55:00,01/29/2008 16:55:00
568451,607,684021,Sweet Sami,"To us the soup ""was missing something"".....we added a little onion powder, and some cumin, and some garlic salt, but it still was missing something.
We didn't add the White Wine, as we forgot to pick it up at the store, so maybe that was it...
Otherwise it tased pretty good, onions were sweet and not an overpowering onion flavor, and once we ate it with some cheese and croutons it was even better...
still trying to figure out what its missing though.....hmmmmmm",01/29/2008 22:52:36,01/29/2008 22:52:36
568811,142,99979,yenners,Delicious!!  Absolutely loved it!  I used the chocolate icing from recipe #27144 & sprinkled slivered almonds on top.  Went together perfectly!,01/30/2008 05:06:35,01/30/2008 05:06:35
568899,456,745765,babylamb73,"I've never had Lentil Dal before. It was fairly bland to me, from my experience with curry type dishes. I do love the idea that it is a healthy vegetarian dish.  I would make it again for myself since I love to eat healthy, but I would never make it for company or a hot date.",01/30/2008 08:26:16,01/30/2008 08:26:16
569051,747,510149,Rodeocowgirl,"This recipe was so simple.  I used chicken thighs instead of boneless breast, and added a little chili powder and it was just perfect.  Thanks for sharing.  I will definatly make this again.  My boyfriend said it was dynamite.",01/30/2008 18:35:40,01/30/2008 18:35:40
569274,903,739399,PamFerguson,"Outstanding!    I too traded the garbanzo beans for Great Northern, and I cut the recipe in half.  I also opted to cook the pasta separately, then add as served.   Easy prep work too.   Have been looking for a good Minestrone for a long time.   I'm done looking!     Thank You Joy.",01/30/2008 23:06:21,01/30/2008 23:06:21
569772,1078,567380,JenzyGirl,This was so good.  I doubled the batch.  I only used two jalapenos because other reviews said it was too spicy.  I added one more jalapeno because there was no heat to it at all.  This is like authentic mexican salsa.  Thank you WildlifeDi!!,01/31/2008 16:30:26,01/31/2008 16:30:26
569797,71,747189,madelineclaire,this was a great recipe,01/31/2008 16:39:15,01/31/2008 16:39:15
569861,860,747263,pitofbits,"my second post within 5 minutes.. i read thru some of the other comments and saw that many thought the salt was too much.. i agree.. it struck me as too much as i was mixing it... i used half, 3/4 tsp salt, and the result was fabulous... this recipe is simple. from ingredients to execution, the yield is an enjoyable biscuit.",01/31/2008 17:53:01,01/31/2008 17:53:01
569917,512,252849,deebloom,I'm a regular coffeeholic.  I make this with Splenda and sugar free syrup and no whipped cream - so figure up those calories = 0 to 5 calories... depending up on what syrup...  drink on...,01/31/2008 19:57:30,01/31/2008 19:57:30
570261,114,394085,BarbryT,"Oh yum!...although I didn't make it exactly as ordered.   I like crunch more than moist and tender, so made it as specified through the browning of the chicken rolls ... then continued sauteeing on the stovetop for another half-hour/45 minutes..or so. I turned them often enough to make them crispy and golden-brown.  Just delicious!  Crunchy, savory wonderful.  Thanks for posting!",02/01/2008 05:29:42,02/01/2008 05:29:42
570631,632,206722,MsBindy,"just a little too 'healthy' tasting for me. The whole wheat flavor was very strong.  I even added some crumb topping, but that wasn't enough.",02/01/2008 21:32:09,02/01/2008 21:32:09
570680,1236,532390,twsmith,ONE of my favorite dished!!! I took another readers recommendation and wrap the bacon around the chicken as shown in the photo. It's so good I cook it for guests at dinner parties all the time!,02/01/2008 22:12:22,02/01/2008 22:12:22
570788,916,716192,Jenny Frenny,I saw this recipe by chance was craving them all day!  It turned out to be much easier than I expected and tasted just like the ones at the fair.  Now I just need a funnel-cake batter dispenser to make them perfect.  Thanks for the recipe!,02/02/2008 01:34:12,02/02/2008 01:34:12
570811,200,62715,Melanie Baxter,It was so GOOD I wented have a 100 times!,02/02/2008 01:34:18,02/02/2008 01:34:18
570892,1207,745182,Meg-o,super comfort food.  so easy!,02/02/2008 03:44:31,02/02/2008 03:44:31
571214,810,33159,Debbb,"Great PB cookie recipe!!  Although I liked the chewy cookie that resulted from baking for 7-8 minutes, I preferred the dryer, crunchier ones that I baked for 10-12 minutes.",02/02/2008 20:04:46,02/02/2008 20:04:46
571442,480,255344,pheebess,"This was delicious!  It did take a little more time than I would have liked, mostly due to deglazing.  Next time I will only deglaze once or twice.  Also, it's a good idea to cut the zucchini into smaller pieces.",02/03/2008 01:17:17,02/03/2008 01:17:17
571445,747,33159,Debbb,"Really good spicy chicken!  Like another reviewer, I didn't think there was enough coating for my 2 chicken breasts but there was plenty - probably enough for another two.",02/03/2008 01:21:33,02/03/2008 01:21:33
571571,1074,346860,hollyfrolly,"I really like this bread, but it was missing something for me to absolutely llllllove it.... I agree with the other post that I should have doubled the recipe because it produced a very small loaf. (I wasn't sure what to expect because it has been a long time since I used my machine.) I also increased the sage to 1/2 teaspoon and it gave it a nice flavor- I love sage. The cornmeal gave it a nice hearth-y texture and the crust was nice and crisp. (I set my machine to medium crust and baked on the ""wheat"" setting.) I think I would have REALLY loved if it were a bit fluffier, rather than as dense as it was- but overall the flavor and texture were really nice. Thanks for sharing!",02/03/2008 03:49:35,02/03/2008 03:49:35
571575,110,90086,steve in FL,"I can't believe how rude Chef#234172 is! I looked at all her reviews and all she does is trash people's borscht recipes, without even having made them.. grrrrr....",02/03/2008 03:59:43,02/03/2008 03:59:43
571721,860,250440,Sugarmagnolia_fl,"I've been making this recipe from the KFC website for some time now.  These biscuits have become my tried and true recipe.  I make them using whole wheat flour, and they are still light and delicious.  I've added savory ingredients, like garlic and rosemary, to go with soups or other dinners.  They are great to make breakfast sandwhiches with, etc.  Love them!",02/03/2008 10:15:13,02/03/2008 10:15:13
571962,1209,18344,pmchaney,Wonderful dip!!! Did not change a thing.,02/03/2008 19:32:25,02/03/2008 19:32:25
572381,1551,168896,jennifer in new jer,"Made this for one super picky and generally unpleasant person to cook for.  Having said that, they had not one complaint about it and commented that they would like to have it again.  So that gets five stars as far as I am concerned.  I tasted it myself and thought it was very good as well.  I opted to leave the ground beef out of mine, as I dont eat it unless it is organic which in this case it was not.  But I will use this again for myself when I have organic meat on hand.  It was very very simple to follow, directions were nice and easy and it had a nice short list of ingredients.  Thanks so much for sharing.",02/04/2008 04:04:14,02/04/2008 04:04:14
572505,916,550834,Baimeefish,The batter was too thick and they turned all brown and odd. Not at all like the ones at the fair.,02/04/2008 06:59:09,02/04/2008 06:59:09
572778,1209,744939,wendyt57,Great recipe!  We made it for our Superbowl celebration with excellent results. Everyone really liked it! Thank you.,02/04/2008 17:44:23,02/04/2008 17:44:23
573059,930,752389,Texas Meme,"I made and took this to a super bowl party where hamburgers were served.  It was all gone very fast, and more requested. It was really easy.  I added a sprinkle of Montreal steak seasoning and a dash of liquid smoke.  It tasted great!  The best part is you can make it a day ahead of time, and pop into the oven to bake while you get ready for the party!!",02/04/2008 23:05:10,02/04/2008 23:05:10
573172,481,752813,wookiemama,"Cut recipe in half and added garlic.  I took some over to my parents, and it will be soup number 4 at their soup party!",02/05/2008 00:59:05,02/05/2008 00:59:05
573219,66,314792,ex-NYU 2L,I've used this on chicken and ribs now and it always gets rave reviews.    This is one of the few recipes I wouldn't dare to tweak - - its great just the way it is!,02/05/2008 02:32:13,02/05/2008 02:32:13
573277,1005,290963,chef Nic,"I just finished gobbling up  this scrumptious pizza.. it was fabulous.
thanks for posting. I followed the recipe exactly and I wouldn't change a thing.",02/05/2008 03:31:54,02/05/2008 03:31:54
573298,1078,278516,Rhiannon and Matt,"Delicious and attractive with a beautiful fragrance.
I thought we'd bought salsa last week when we went shopping, but when I'd set my heart on having Recipe #212740 for dinner, it was nowhere to be found. I needed a salsa recipe, Quick!
I used 4 roma tomatoes, red onion and lemon juice, and because I used pre-sliced jarred jalepeno I just estimated the amount based on our heat tolerance.
Thanks for coming to my recipe rescue, WildlifeDi! I don't think I can go back to store-bought now :)",02/05/2008 04:01:04,02/05/2008 04:01:04
573508,647,753332,linda,"I made a half recipe -- just one loaf. I wanted to make it more healthy for my kids, so for the flour I used one third white flour, one third whole wheat flour and one third wheat germ. It came out fantastic. The kids love it and it's SOOOOO good.",02/05/2008 15:37:59,02/05/2008 15:37:59
573694,1209,135951,Hollydejah Perez,I made this for the super bowl and everyone loved it. I will be making it again this weekend for my son's b-day. Thank you for this great recipe.,02/05/2008 20:04:29,02/05/2008 20:04:29
574042,1157,542624,francoroni,"I made this using maple sugar.  Cooking time should be reduced-- mine got a little too brown!  But they were very good, almost as good as the kind you get in the mall!",02/06/2008 05:30:29,02/06/2008 05:30:29
574177,1078,447283,chefromheart,made this today with fish taco & everyone loved it! I added red chilli pwd to it as we like it spicy.,02/06/2008 15:20:02,02/06/2008 15:20:02
574220,397,716192,Jenny Frenny,Wow!  This was my first attempt to make biscotti for my husband and he was impressed.  They turned out exactly like the store bought kind.,02/06/2008 16:57:42,02/06/2008 16:57:42
574595,346,710809,ChiefCookandBottleW,"Very Good and simple! I read the comments and had to say out loud DA!!! When I read Chef#649331's comment.
Chef#649331 FRIED instead of boiling like the recipe instructs, then, he/she only gave 3 stars because they were greasy! Once again DA!!! kenk, thanks for the recipe!",02/07/2008 01:16:34,02/07/2008 01:16:34
574760,1443,743003,travelingmom,"Great idea. I used cheaper cuts of pork and didn't mash the bones. Make sure you check the pot and stir every now and then. I wound up with a few scalded potatoes at the bottom. I also added some garlic, black pepper and paprika b/c that's what we had on hand - and that combo tasted good. Good comfort food.",02/07/2008 03:25:33,02/07/2008 03:25:33
575160,468,205028,LadyMonteiro,"Great recipe. When I cook salmon, I usually cook is with in lemon garlic recipe. It was a great alternative. The family loved it.",02/07/2008 22:28:31,02/07/2008 22:28:31
575350,456,485112,cinnamon,"very nice!
used vegetable stock instead of water and added chopped carrot and peas to up the veggy quota. Oh and grind the cumin seeds(or use pre ground) as it gets a fuller flavour then but otherwise YUMMY! my kids loved it, as did I. 
I can imagine it would be a touch boring if made exact to recipe but adding stock and ground cumin gave it a lovely rich flavour. make a double batch!!!",02/08/2008 02:14:08,02/08/2008 02:14:08
575431,1387,443578,Nancy in Michigan,"This is delicious!!!  I failed to make sure I had enough bananas and already had things mixed up, so added 3/4 cup of buttermilk to substitute.  Can't wait to try it with all the bananas, but it was fabulous as it was.  The lemon added the perfect hint of tang!",02/08/2008 03:55:03,02/08/2008 03:55:03
575435,451,616750,theamazingbiff,"Wonderful!!  Normally I consider potatoes a food of last resort, but this recipe has changed my mind. 

Thanks for posting it.",02/08/2008 04:02:15,02/08/2008 04:02:15
575594,744,359716,Nettiet68,Fantastic yorkies. I have tried many different recipes and decided I needed to introduce my American friends to the world of good old Yorkshire cuisine (my mom is from Leeds) and needless to say they were all impressed. Fab recipe. Thanks for posting.,02/08/2008 15:57:36,02/08/2008 15:57:36
575917,2086,744478,Chocolate Goddess,"In the spirit of a ""white trash"" party, I thought this would be the perfect dessert.  Oh my gosh, this is the worst tasting fudge ever!  In no way can this be compared to real fudge.  Very grainy and thick.  The proportion of liquid to dry ingredients seemed off.  I wouldn't waste the time or money on ingredients for this.",02/09/2008 01:35:47,02/09/2008 01:35:47
575928,56,615679,ugagirl,I can't believe I forgot to rate this. I made this for a Christmas dinner in which there were several desserts. Mine was the only one that was completely devoured. Very good stuff!,02/09/2008 02:04:12,02/09/2008 02:04:12
576010,822,756218,abbilyn,"This was just what i was looking for! i wanted to make cookie sandwiches for valentines day,and i found this recipe...I used a red velvet cake mix for one batch and a strawberry cake mix for another batch.I made them really small so it wouldn't be too much with two cookies and frosting, so i only baked them for about 5-6 minutes and they turned out perfect. I spread cream cheese frosting between them and they sure were a hit! Very festive for my valentine!",02/09/2008 03:54:36,02/09/2008 03:54:36
576159,1005,689332,Burgundy Damsel,Amazing! I used all whole wheat flour and this produced the best pizza crust I've had in a long time! Will definitely be making this one my default recipe. Thanks for sharing!,02/09/2008 12:19:00,02/09/2008 12:19:00
576697,1605,209203,wax lion,"I used 1/3 cup butter and a generous half-cup peanut butter, and whirled my oats though the blender because they were not the quick-cooking type.  These bars are delicious and I will definitely make again - the cookie part on its own is yummy but the glaze really makes the recipe.  I used a little hot water instead of milk, only about 1 teaspoon of butter, and probably about 2/3 cup powdered sugar, and the glaze set up beautifully.  I made these two evenings ago and they are almost gone (though I did take a bunch to a valentine-making party!)  I also stirred half the chocolate chips into the dough and sprinkled the rest on top.  Thank you!",02/10/2008 04:40:45,02/10/2008 04:40:45
576980,502,109110,swiz58,I made this for a Greek themed dinner party.  It was lovely.  Use small chicken breasts because the parcels turn out quite large.,02/10/2008 18:39:56,02/10/2008 18:39:56
577131,1423,58075,sassybee,Great recipe.  I made this this afternoon for dessert and there wasn't any left.,02/10/2008 21:43:18,02/10/2008 21:43:18
577260,252,174991,Andrea in NH,This is a different tasting sauce.  I used it over vegetables and it overpowered them.  This was the first time using sorrel so I'm not sure if it is getting used to the taste.  I will make it again and give it another try.,02/11/2008 00:10:03,02/11/2008 00:10:03
577273,592,594755,memphis361,The onions make it to strong. I really wish there was a cup size for the onions. I used 2 large onions but I guess they were to large. Also the recipe is a very large batch.,02/10/2008 23:49:17,02/10/2008 23:49:17
577438,1209,727691,Momma Emi,My husband said it was the best he's ever had and he never raves about my cooking like that!! It is delicous!!!,02/11/2008 02:25:53,02/11/2008 02:25:53
577698,1005,216664,Pixielicious,"Thanks for sharing the pizza sauce recipe, Marg. I cheated and used Pillsbury's refrigerated pre-made crust, which worked well. I doubled the recipe for the sauce and used 1/2 cup red wine & 1/2 cup of water. Unfortunately, my family didn't care for it. The wine was over-powering and my step-son thought it was too sweet. Even so, it was fun to eat while we watched the Grammys. Thanks, again!",02/11/2008 14:37:31,02/11/2008 14:37:31
578322,947,65573,lucid501,"We loved these Marg! Quick and easy! I may add some cinnamon next time, but they're perfect as is. Thanks for posting!",02/12/2008 04:29:15,02/12/2008 04:29:15
578428,179,466212,KosherCook,"These were awesome, my family really loved them.",02/12/2008 08:10:18,02/12/2008 08:10:18
578559,749,752858,babypasta,I loved it. I will double the recipe next time.,02/12/2008 15:49:26,02/12/2008 15:49:26
578572,278,4470,Bergy,5 stars for ease and for taste. These are a bit fussy to make but they freeze well so I always make the full recipe and freeze remainder unbaked - Thanks Dancer for another one of your excellent recipes11 Feb 08  Made a batch of these again - enjoyed them just as much this time,02/12/2008 16:35:15,02/12/2008 16:35:15
578708,76,157785,cook from scratch,I've been making this several months now and just realized I haven't reviewed it. It is one of my all-time faves and even my super picky toddler requests it!! I will not that I usually double the recipe using 1 c milk and 1 c cream. I alos top with parsley and serve over angelhair pasta with some sort of simple chicken on the side. Thanks Marg for another awesome recipe!!,02/12/2008 20:18:51,02/12/2008 20:18:51
578978,930,166294,Chef Doozer,"I thought I had already reviewed these beans.  We love this recipe!  I usually cook 4 thick slices of bacon in the microwave for 5 minutes and throw all the ingredients (plus the bacon, minus the drippings) in the crockpot for 4-6 hours on low.  It is easy and delish!  I even use generic pork and beans.  Thanks for posting.",02/13/2008 01:54:51,02/13/2008 01:54:51
579137,481,762332,wissam7881,it turned out JUST like olive garden...thanks!!!,02/13/2008 04:22:21,02/13/2008 04:22:21
579149,38,596506,allisonsmommy,"Yummy, yummy, yummy! I am a big fan of fruit and yogurt together, and this was a very good mix!",02/13/2008 06:26:49,02/13/2008 06:26:49
579306,1429,268641,ltadler,Very good.  I was told were the favorite at a Scout blue and gold dinner.,02/13/2008 16:59:54,02/13/2008 16:59:54
579561,1873,311926,Krista Smith,I found this recipe on another website and made it the other day. Hubby and I can't get enough of it and I know I'll be making this again!!!,02/13/2008 22:49:31,02/13/2008 22:49:31
580045,947,763768,bakingblonde,These were good but very dense. I might add chocolate chips and walnuts next time.,02/14/2008 14:53:53,02/14/2008 14:53:53
580128,2078,218991,smitjd,"I once had a recipe similar to this, lost it and have been looking for it ever since.  Thanks you so much!  It is so easy and wonderful!",02/14/2008 17:20:00,02/14/2008 17:20:00
580314,355,623266,cdmmickle,"This is my husband's favorite apple crisp recipe.  He doesn't like apple crisp made with oats so I thought this was perfect ... and he agreed!  I omit the salt if I use salted butter.  Also, it takes approximately 8-10 apples to fill a 9 x 13 dish.",02/14/2008 22:05:10,02/14/2008 22:05:10
580515,1100,125640,littleturtle,"Easy to make and economical. My beans were a bit under done even after almost an extra hour, so maybe my water wasn't hot enough when I added it. For my family's tastes I'd cut the onion by half if I make this again and it needs something flavor-wise, so I'd try adding some garlic. Thanks for sharing.",02/15/2008 06:31:15,02/15/2008 06:31:15
580661,1005,587114,JESMom,"I just made the dough and used marinara sauce, talk about easy! I have never liked my own pizza dough, but this here is the exception! And I used all wheat flour as that's all I had. There's no way this would serve 16 at our house - we got two smallish pizzas that were finished off by myself, hubby, and 3 boys under 7. As a side note about the foaming yeast, for me it was hard to tell when it was foamy because of all of the water. I just let it set a little while, maybe 15 minutes, and had no problems whatsoever with it rising. Can't wait to make this again!",02/15/2008 18:15:43,02/15/2008 18:15:43
580796,1209,457690,ThatSouthernBelle,My boyfriend ALWAYS orders overpriced spinach artichoke dip at restaurants (which is about every two days it seems). I made him a whole batch of this for Valentine's Day yesterday. He said it's better than anything he's ever had at a restaurant!!!,02/15/2008 23:17:38,02/15/2008 23:17:38
580935,468,749914,Jecika Cher,I cooked this for Valentine's Day and my boyfriend loved it.  Very easy to make.,02/16/2008 02:55:28,02/16/2008 02:55:28
581240,810,766562,cook_now_tennis_l8r,"I love this recipe, it is the best!!!",02/16/2008 21:19:53,02/16/2008 21:19:53
581445,780,230860,CulinaryExplorer,"This was a nice dish.  I ended up grilling mine on our foreman since its still too cold out here, but it turned out wonderfully juicy and flavorful.  It tastes ""spicy"" as most indian dishes do, but also very complex.  You can taste hints of all the different spices rather than one standing out too much.  I marinated ours most of the day.  It comes out a lovely yellowish color that is sure to brighten any plate!",02/17/2008 04:30:13,02/17/2008 04:30:13
582418,1078,326902,Chef Kanoom Khanoom,It had a very good favor but it was a little watery. I like my salsa ticker. It took a long time to chop everything. Kids loved itâ€¦,02/18/2008 20:48:54,02/18/2008 20:48:54
582476,916,164913,bcfdwife,"This is most definately a keeper.  I fixed this last night for my MIL and kids and my kids are asking for it again!  Reminds me of the ones we get at OC, Md.!  Thanks!",02/18/2008 23:31:25,02/18/2008 23:31:25
582512,56,292308,firealarmqueen,"This was yummy.  I only gave it 4 instead of 5 stars because I had trouble telling if this was done or not.  It was lovely golden brown and knife came out clean, but the texture was jiggly and custard-y (and I've never had buttermilk pie before, so I don't know if this is correct.)  Otherwise, the flavor was delicious (I did cut sugar to just over 1 c.)  Thanks for a new and totally different (for us) dessert.",02/19/2008 00:26:16,02/19/2008 00:26:16
582566,607,54678,karen in tbay,I used 8 cups homemade pork broth and 4 cups french onion dry soup mix. Tasty.,02/19/2008 02:05:43,02/19/2008 02:05:43
582702,588,465081,mojomuppet,please please make this. i was scared about halfway through but once the dried fruit caught up with the rest of the flavors it was AWSOME.,02/19/2008 05:04:28,02/19/2008 05:04:28
582735,543,768716,courtney651,"Very easy and very good!!

I used the more pedestrian versions of some of the ingredients and it still came out great.",02/19/2008 06:00:07,02/19/2008 06:00:07
582800,1078,472215,LauraMac,We served this with chips at a party and everyone asked for the recipe. Thanks for sharing!,02/19/2008 15:06:24,02/19/2008 15:06:24
583170,1602,656809,Tabby Bartley,mine totally dont look like the photo but still were great! i used o.j instead of milk. never had any rinds. very nice!,02/20/2008 02:25:57,02/20/2008 02:25:57
583310,1171,600761,SGpratt,"Terrific! I reduced the chili powder to 5 tsp and the cayenne pepper to a dash for my mild-flavored family members, and it was yummy. I used it in Recipe #31324 and the meat was truly delicious. I will definitely be keeping this spice mixture on hand! Thanks for posting!",02/20/2008 05:50:15,02/20/2008 05:50:15
583338,916,265114,deemcmeekin,"First time making anything like this. Turned out really well and both kids liked. Super easy to make, and within the time stated.
To avoid burning them, and to check the oil temp, I squeezed a small amount of batter out and watched. They should rise to the top of the oil, and puff quickly. Thanks so much!",02/20/2008 07:31:59,02/20/2008 07:31:59
583424,1078,627839,n00b cook,This salsa recipe is nearly perfect. You may need to experiment with the amount of tomatoes. Here in north central Wisconsin our Large tomatoes are very LARGE. I've been using 2 1/2 large regular  or 5 large plum (roma) tomatoes for a double batch. I've been making 2 double batches a week for nearly 2 months now. This recipe is so badass I'm thinking about getting it tattoed on my back.,02/20/2008 08:26:39,02/20/2008 08:26:39
583502,1119,488200,Ms. DMAC,Wow easy and really good. I used a jar sauce instead of making some like the recipe states. Very quick and the whole family loved it. Thanks for posting.,02/20/2008 17:16:27,02/20/2008 17:16:27
583665,1387,694381,Katrina Danielle,"This was extremely good! Perfect texture, and the taste is fantastic. The lemon zest and all of the ground spices really made it. Will definitely be making this again! :)",02/20/2008 21:39:07,02/20/2008 21:39:07
583799,1209,536944,Simonealisa,"I usually love Spinach Artichoke dip, and I have to say I was really disappointed in this version. I found that there was not nearly enough spinach. It was overly creamy, and pretty salty. I think the salty taste came from the artichoke hearts. I prefer a spinach artichoke dip that is packed full of spinach. This is more of a creamier version. I also thought the cheese flavors were a bit too overwhelming. So if I try this recipe again, I would double the spinach and decrease the parmesan and cream cheese.",02/21/2008 02:21:08,02/21/2008 02:21:08
583817,667,365767,wood stove stoker,"These are yummy.  My family was very excited when they woke up to freshly made crumpets.  I found that as the batter sat between cooking batches it thickened, and the characteristic bubbles could not form.  I solved this by mixing in a little water before pouring the next batch.  By adding this step I get the bubbles every time.",02/21/2008 02:53:21,02/21/2008 02:53:21
583903,777,92886,tara portee,Pretty good for a quick and healthy side dish.  I didn't have any fresh tomatoes so I used a can of drained diced tomatoes.  I would have liked to have had it punched up a little.  I bet mixing in a little tomato paste might have been good.  You don't have to feel the least bit guilty about eating to your hearts content.,02/21/2008 04:35:31,02/21/2008 04:35:31
583922,1209,431985,Momof2boys2girls,"I served this as an appetizer for our New Year's Eve dinner.  Absolutely everyone loved it and all the women asked for recipe.
Thanks so much for sharing.",02/21/2008 04:04:22,02/21/2008 04:04:22
583970,76,45058,iluzen,This was easy and tasted great!!! I added some grilled chicken and steamed broccoli on top of the pasta and dinner was ready. We will make this again.,02/21/2008 04:56:38,02/21/2008 04:56:38
584028,49,564813,Lady Amazon,"This dish is out of this world. I used marinaited capatella cheese, provalone, and parmesan. The combination of cheeses was wonderful. I made rosemary buttered noodles asa my side dish along with a nice crusty loaf of bread. YUMMY!!!! Cudos on this recipe Mrs. Q",02/21/2008 11:20:51,02/21/2008 11:20:51
584107,76,768289,GrammyTs,I made this for my family for the first time last night.  I did add 2 ozs. of cream cheese and whizzed it in my Magic Bullet (perfect amount for the large cup) for extra creaminess.  They LOVED it and how easy for a delicious meal.,02/21/2008 16:52:45,02/21/2008 16:52:45
584128,310,684021,Sweet Sami,"Not sure why the person below only gave you 2 stars but this deserves 10 stars. Its simple easy and tastes great. We did use our KitchenAid stand mixer instead of the food processor....We did chilled the bowl and whisk. Since the recipe basically consists of one ingredient(can add salt if desired, which we did do) we just poured the whole 1 quart contianer of (ultra pasteurized(sp?)) heavy whipping cream into the bowl and let the KtichenAid whisk away. We had butter in about 8-9 minutes and it tastes wonderful!",02/21/2008 18:23:34,02/21/2008 18:23:34
584538,1117,229448,kittykat 2,"these turned out a little gummy for my liking, but my husband LOVED them. He would do just about anything for some spaetzle!! I followed the recipe exactly, and dropped them from a piping bag, cutting them with scissors! Kind of time consuming, but we laugh a lot.
I'll make this again for him. :)",02/22/2008 07:44:30,02/22/2008 07:44:30
584600,267,292100,Texaspollock,These were really good!!  I had to cook the potatoes a little longer and I added more milk and cheese but otherwise followed the recipe and we were all pleased and will definitly use it again.,02/22/2008 06:42:16,02/22/2008 06:42:16
584863,749,711073,TheFlutterby,"This is a great recipe that even my kids love.  The couple things I do differently though is for one, I do no cook the zucchini first.  I find it gets over cooked while baking.  And the other thing is that I also use ricotta instead of cottage cheese. To me, the cottage cheese tends to make any lasagna too watery.  It's definitely all personal preference though!  I've also added fresh spinach in a couple layers and my kids STILL love it.  Great way to get vegetables into them!",02/22/2008 18:40:50,02/22/2008 18:40:50
585258,512,766914,lucinda3446,"I have been making this frappe for a few months now and I go one step further. I brew about 6 oz of espresso or you could use strong coffee and pour it in an ice tray ,freeze till solid.then I use a little extra milk. blend all ingrediants together. Its soooooooo gooood!",02/23/2008 02:32:11,02/23/2008 02:32:11
585311,1048,86520,Dorel,"I followed the recipe exactly. We all found it too sweet. I would only use 1 1/2 cups sugar next time. I could taste the vinegar but the others couldn't. It's a very rich pie and a small slice is about all you can eat at one time. Thanks for posting Grandmothers recipe, CeeDee.",02/23/2008 04:24:36,02/23/2008 04:24:36
585717,1034,61493,igolf,"Really great scones!  Nice soft dough, veery easy to work with.  Followed the recipe exactly and they came out great.  Perfect with a little jam or jelly.  Mine baked in 13 minutes.  Thanks Nancy!",02/23/2008 21:09:58,02/23/2008 21:09:58
585895,142,121354,TigerJo,"Step 11 states to ""drizzle glaze over top and down side of cake"", but WHAT glaze? I'd already used all the ingredients in the cake, and hadn't set aside anything to use to make a glaze. While it smelled fabulous while baking, and had a moist, dense texture, the flavor didn't measure up. I did substitue unsalted butter for the margarine, and generic almonds instead of Dole brand (but I would think the butter would have made it better, not worse). I did make my own glaze, which was fine, but it really didn't help the cake.",02/24/2008 00:51:21,02/24/2008 00:51:21
585942,1832,194953,Mudpie,"This one is the BEST! The leftovers were also great the next day.   Just returned from Taiwan and have been looking for some great Chinese recipes, I tried a couple other ones that were top rated and did not leave any stars or comments. They were just bland or nothing but nasty hot.   The only change I made was the Thai peppers I used ten.  Thanks for posting this recipe!",02/24/2008 01:48:30,02/24/2008 01:48:30
586008,1551,374498,Rifka,Simple recipe to make and tasty.  I left out the worcestershire sauce (because I didn't have any) and I added some Italian seasonings.,02/24/2008 02:55:46,02/24/2008 02:55:46
586053,664,735704,Cheri 911,"Good recipe, pretty easy too. I did layer the ingredients like traditional lasagna. And used no cook noodles. Next time I will add more cottage cheese. Thanks for the recipe.",02/24/2008 03:47:06,02/24/2008 03:47:06
586166,118,209942,Mares C.,"While this is a good apple cake there are better tasting recipes on zaar (try #136589) I was disappointed in the topping ""stresel"" and think it needs some of the melted butter mixed in...otherwise it becomes a hard,thin brittle that doesn't work well. I won't make it again without ""tinkering"" with the topping.",02/24/2008 06:56:47,02/24/2008 06:56:47
