RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
1881,WW2 War Cake,1810,Naomi Schoenfeld,NA,PT1H,PT1H,"An eggless, almost fatless, milkless cake, very aptly named - it was popular during wartime shortages. It is dense and delicious uniced. For those who yearn for a good cake, but must resist fat, this will do it.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/81/2bCS2f4YTRaI5g9gTKUw_78181_1401526856_0.jpg""",Dessert,"c(""Low Cholesterol"", ""Healthy"", ""< 60 Mins"", ""For Large Groups"", ""Oven"")","c(""1"", ""1"", ""1"", ""2"", ""1"", ""1/2"", ""1 1/2"", ""1/2"", ""1/2"", ""1/2"", ""1/2"")","c(""brown sugar"", ""water"", ""raisins"", ""margarine"", ""cinnamon"", ""clove"", ""flour"", ""salt"", ""baking powder"", ""baking soda"", ""walnuts"")",5,7,172.4,4.5,0.5,137.7,32.3,1.1,20.1,2.2,15,NA,"c(""Place the brown sugar, water, raisins."", ""oil, cinnamon, and cloves in a heavy-bottomed saucepan and bring to a boil."", ""Cook gently for 5 minutes, then remove from the heat and let cool until the mixture is comfortably warm to your finger."", ""While the mixture is cooling, preheat t he oven to 350F."", ""Grease and flour an 8x4-inch baking pan."", ""Sift together the flour, salt, baking powder, and baking soda."", ""Add them to the cooled sugar mixture, beating until no drifts of flour are visible and the batter is smooth."", 
""Stir in the walnuts."", ""Spread evenly in the baking pan and bake for 25-30 minutes, or until a broomstraw inserted in the center of the cake comes out clean."", ""Let cool in the pan for 10 minutes, then turn onto a rack to cool completely."", ""Notes: For a good glaze, even if it is a 90's addition, save back a bit of the hot spiced water."", ""Mix with confectioner's sugar, a drop of vanilla, and a pinch salt. Glaze the cake while hot."")"
1882,Lazy Man's Cabbage Rolls,1796,Frank Butcher,NA,PT0S,PT0S,Make and share this Lazy Man's Cabbage Rolls recipe from Food.com.,character(0),White Rice,"c(""Rice"", ""Vegetable"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""Oven"")","c(""1"", ""1"", ""1"", ""1"", NA, NA)","c(""hamburger"", ""head of cabbage"", ""Minute Rice"", ""mushroom"", ""mozzarella cheese"")",5,1,516.6,18.4,5.7,1128.6,55.9,6.5,26.8,32.7,4,NA,"c(""Brown hamburger in a skillet."", ""Shred the cabbage."", ""In a large greased casserole  place a layer of shredded cabbage, then cover with browned hamburger, mushrooms  and rice. Cover with remaining cabbage. Pour over spaghetti sauce. Garnish with  cheese."", ""Bake at 250 degrees F until cabbage is tender and sauce is fairly well  absorbed, about 2 to 2-1/2 hours."")"
1883,Apple-Cheese Casserole,1612,JANIC412,NA,PT0S,PT0S,Make and share this Apple-Cheese Casserole recipe from Food.com.,character(0),Cheese,"c(""Apple"", ""Fruit"", ""Low Protein"", ""< 15 Mins"", ""Oven"")","c(""1/2"", ""1"", ""8"", ""3/4"", ""2"")","c(""butter"", ""granulated sugar"", ""Velveeta cheese"", ""sharp cheddar cheese"", ""all-purpose flour"", ""apples"")",4,5,817.9,36.1,22.8,1046.2,117.5,8.3,87.7,12.6,NA,NA,"c(""Cream butter and sugar in a mixing bowl, add cheese and combine well."", ""Add flour and mix well-batter will be stiff."", ""Place apples in a buttered baking dish - about 1  1/2 quart size. Spread the cheese/flour mixture over the apples covering the apples well."", ""Bake 325: for about 30-45 minutes."", ""Serves 4-6   Jan"")"
1887,Seven Layer Salad,1610,B  B Adams,PT8H,PT20M,PT8H20M,Make and share this Seven Layer Salad recipe from Food.com.,character(0),Vegetable,"c(""Weeknight"", ""Refrigerator"")","c(""1"", ""1"", ""2 -3"", ""3"", ""1/2"", NA, NA)","c(""head lettuce"", ""frozen English peas"", ""green onions"", ""hard-boiled eggs"", ""bacon"", ""mayonnaise"", ""swiss cheese"")",4.5,4,264.5,20,6.5,358.3,10.4,3.6,4.7,11,NA,NA,"c(""Layer first 5 ingredients in a shallow dish."", ""Spread mayonnaise over the top as  if you were icing a cake.  Sprinkle Swiss cheese over the mayonnaise and chill."", ""This taste best when chilled overnight."", ""Just before serving, toss salad making sure mayonnaise and cheese is distributed throughout the salad."")"
1888,Blond Brownies in a Jar,1747,Gloria Reyes,NA,PT0S,PT0S,Make and share this Blond Brownies in a Jar recipe from Food.com.,character(0),Bar Cookie,"c(""Dessert"", ""Cookie & Brownie"", ""< 15 Mins"")","c(""1/2"", ""3/4"", ""2"", ""2"", ""1 1/2"", ""1/4"")","c(""coconut"", ""pecans"", ""brown sugar"", ""all-purpose flour"", ""baking powder"", ""salt"")",4,1,1712.5,44.4,14.9,1203.8,322.7,10.8,215.2,18.1,NA,2 doz,"c(""Mix together flour, salt and baking powder."", ""Set aside.  Layer ingredients in order given in a 1 quart sized wide mouth  canning jar."", ""Add flour mixture last. Press each layer firmly  in place.  Attach this message to jar:  Butterscotch Brownies  Empty jar of brownie mix into large mixing bowl."", ""Use  your hands to thoroughly blend mix."", ""Add 3/4 cup butter or margarine, softened at room temperature.  Do not use DIET margarine. Mix in 2 eggs, slightly beaten and  2 tsps vanilla."", ""Mix until completely blended."", 
""Spread batter into greased 13 X 9 inch metal pan."", ""Bake at 375 degrees F (190 degrees C) for 25 min."", ""Cool 15 minutes in pan."", ""Cut brownies into 1 1/2 inch  squares."", ""Cool completely in pan."", ""Makes 2 doz."", ""brown  ies."")"
1889,Chocolate Brownies in a Jar,1747,Gloria Reyes,NA,PT0S,PT0S,Make and share this Chocolate Brownies in a Jar recipe from Food.com.,character(0),Bar Cookie,"c(""Dessert"", ""Cookie & Brownie"", ""< 15 Mins"")","c(""2 1/4"", ""2/3"", ""1/2"", ""1 1/4"", ""1"", ""1"", ""3/4"", ""4"")","c(""white sugar"", ""pecans"", ""all-purpose flour"", ""baking powder"", ""salt"", ""butter"", ""margarine"", ""eggs"")",NA,NA,180.7,8.6,4.2,165.2,25.4,1.2,18.9,2.5,NA,24 brownies,"c(""Mix together flour, baking powder, and salt. Set aside. Layer ingredients in place before adding flour mixture.  Be sure to wipe out the inside of jar with a dry paper towel after adding the cocoa powder."", ""Instructions to attach to jar:  Empty jar of mix into large mixing bowl."", ""Use your hands to thoroughly blend mix."", ""Add butter or margarine melted."", ""Do not use DIET margarine.  Add eggs, slightly beaten."", ""Mix until completely blended."", ""Spread batter into sprayed 9 X 13 inch baking pan."", 
""Bake at 350 degrees F (175 degrees C) for 30 minutes."", ""Cool completely in pan."", ""Cut into 2 inch squares."")"
1891,Cinnamon Roll Fillings,1796,Frank Butcher,NA,PT5M,PT5M,Some folks use Craisins in place of raisins as done in the Banbury Tart recipe.  It is also great as a filling for cinnamon rolls. I have included three filling  combinations - and I will vouch for the Orange-Craisin combination. Hope these  are useful.       Cinnamon Roll Fillings   Basic Cinnamon,character(0),Dessert,"c(""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""Easy"")","c(""1/4"", ""1"", ""1/2"", ""1/4"", ""1/4"", ""1 -2"", ""1/2"", ""1/4"", ""2"", ""1"", ""1/2"")","c(""sugar"", ""cinnamon"", ""raisins"", ""walnuts"", ""sugar"", ""craisins"", ""brown sugar"")",NA,NA,1733.6,75.1,6.1,374.2,264.1,24.2,214.9,29.9,NA,1 batch,"""Mix."""
1902,Fried Cornbread II,1534,Tonkcats,NA,PT0S,PT0S,Make and share this Fried Cornbread II recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/02/pichNkNiK.jpg""",Breads,"c(""Healthy"", ""High In..."", ""< 15 Mins"", ""Easy"")","c(""1"", ""1"", ""1"")","c(""egg"", ""buttermilk"")",4.5,6,72.4,1.4,0.4,231.1,12.2,1,1.5,3.1,NA,8 cakes,"c(""Mix the ingredients and fry in a frying pan as you would pancakes."", ""Turn only once, when brown on one side. Then flip to the other side. Will make about 8 cakes."")"
1904,Brownies in a Jar,2178,troyh,NA,PT10M,PT10M,Make and share this Brownies in a Jar recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/04/9YoFluHRfSHH5xcXE4cg_DSC_0993.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/04/OBDcP5QQQygf8mSvMtwk_DSC_0990.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/04/aTUXBJBgRWSmPTNKcfof_DSC_0988.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/04/pic3QE5rx.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/04/picscQokk.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/04/picwgT9V4.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/04/picOu5EZS.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/04/picglvgcs.jpg"")",Bar Cookie,"c(""Dessert"", ""Cookie & Brownie"", ""< 15 Mins"")","c(""2 1/4"", ""2/3"", ""1/2"", ""1 1/4"", ""1"", ""1"", ""3/4"", ""4"")","c(""white sugar"", ""pecans"", ""all-purpose flour"", ""baking powder"", ""salt"", ""butter"", ""eggs"")",5,21,183.8,8.5,4,174.8,25.5,0.8,18.9,2.4,NA,24 brownies,"c(""Pour sugar into a clean and dry one quart jar."", ""Press down firmly."", ""Add cocoa powder and press down firmly."", ""Pour in chopped pecans, making sure they are evenly layered."", ""Combine flour, baking powder and salt, pour into jar and seal."", ""Attach following directions to jar: Empty mix into large bowl."", ""Stir to blend thoroughly."", ""Add 3/4 cup butter or margarine and 4 beaten eggs."", ""Mix until completely blended."", ""Spread batter onto lightly greased 9x13 pan."", ""Bake at 350 F for 30 minutes or until done.  Cool in pan and cut into 2 inch squares.""
)"
1913,Civil War Pound Cake,97901,Zaney1,PT1H,PT10M,PT1H10M,Make and share this Civil War Pound Cake recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/13/pic68eCgY.jpg""",Dessert,"c(""Oven"", ""< 4 Hours"", ""Easy"")","c(""2"", ""2"", ""9"", ""4"", ""1"", NA, NA, ""1/2"")","c(""butter"", ""sugar"", ""eggs"", ""flour"", ""salt"", ""lemon, rind of"", ""nutmeg"", ""brandy"")",4.5,4,627.8,34.4,20.5,278,65.4,1.1,33.7,8.8,12,NA,"c(""Mix the butter and sugar together well and beat in the eggs."", ""Sift the  flour and salt together; mix in to the butter mixture until thoroughly  blended."", ""Add the lemon peel, nutmeg, and brandy, mix well and pour into  two small buttered loaf pans or one large one."", ""Bake in a moderate oven (350F) for about 1 hour or until cake tests done."")"
1923,Autumn Moon Cafe's Apple Crisp,1813,acedia,NA,PT0S,PT0S,Make and share this Autumn Moon Cafe's Apple Crisp recipe from Food.com.,character(0),Dessert,"c(""Apple"", ""Fruit"", ""< 15 Mins"", ""Oven"")","c(""1 3/4"", ""1 1/4"", ""2 1/4"", ""1/8"", ""1/8"", ""1/8"", ""1"")","c(""flour"", ""oats"", ""sugar"", ""allspice"", ""cinnamon"", ""nutmeg"", ""butter"")",4,5,821.1,33.3,19.9,219.3,124.5,4.5,75.1,9.6,6,NA,"c(""Apple Mixture: 5 Granny Smith apples, peeled, cored & sliced 2 tablespoons sugar 2 teaspoons cinnamon 2 teaspoons lemon juice Preheat oven to 350 degrees."", ""Grease an 8-inch square baking pan."", ""For the  topping: Mix together the flour, oats, sugar and spices in a large bowl."", ""Using  the large holes of a grater, grate the butter into the bowl."", ""Blend until the  mixture just begins to come together, being careful not to over mix."", ""Toss the  apples in a large bowl with the sugar, cinnamon, and lemon juice.  Spoon into  the baking pan and sprinkle the topping mixture over the fruit. Bake for 45 to  60 minutes, or until the apples are tender and the topping is browned and crisp."", 
""Serve warm with a scoop of rich vanilla ice cream."")"
1940,Fantastic Focaccia Bread,47510,Dreamgoddess,PT35M,PT10M,PT45M,"This is one of my adopted recipes.  I haven't made this one yet, but am looking forward to trying it.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/40/picbuiqMv.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/40/picviQvZx.jpg"")",Breads,"c(""< 60 Mins"", ""Oven"")","c(""1"", ""2"", ""2"", ""2/3"", ""2"", ""2"")","c(""garlic cloves"", ""mozzarella cheese"", ""romano cheese"", ""oregano"", ""plum tomatoes"")",5,4,925,65.7,39.2,2093.8,14.2,1.9,6.1,69.3,NA,1 Pie,"c(""Preheat oven to 375."", ""Dip dough and a rolling pin in flour and evenly roll dough into a 12 inch circle. Use a 13\"" baking stone if possible."", ""Spread garlic evenly over crust."", ""Take half of the Romano cheese and one cup of the Mozzarella and one teaspoon of the oregano and sprinkle over the crust."", ""Slice the tomatoes thinly and layer across."", ""Sprinkle remaining ingredients over tomatoes."", ""Bake 30-35 minutes."", ""Cut and serve."", ""Makes 8 slices."", ""Courtesy of the Pampered Chef."", ""Typos by Jayne Oake."", 
""MMMMM."")"
1944,Shrimp Newburg,1534,Tonkcats,NA,PT0S,PT0S,Make and share this Shrimp Newburg recipe from Food.com.,character(0),< 15 Mins,"""Stove Top""","c(""12"", ""2"", ""2"", ""1"", ""1/2"", ""1/2"", ""1/2"", ""1/2"", ""1/4"")","c(""shrimp"", ""butter"", ""flour"", ""paprika"", ""salt"", ""white pepper"", ""milk"", ""sherry wine"")",5,14,398.8,32.8,20.3,939.2,12.7,0.8,0.5,9.4,2,NA,"c(""Clean shrimp."", ""Melt butter; add flour, paprika, salt and pepper, blend together."", ""Add milk and cream gradually."", ""Add sherry."", ""In a separate pan, saute shrimp in butter."", ""Add to the sauce."")"
1945,Cheese Apples,1534,Tonkcats,NA,PT0S,PT0S,Make and share this Cheese Apples recipe from Food.com.,character(0),Cheese,"c(""Apple"", ""Fruit"", ""< 15 Mins"", ""Oven"", ""Easy"")","c(""1"", ""1"", ""1/2"", ""1"", ""1"")","c(""flour"", ""sugar"", ""butter"", ""Velveeta cheese"", ""apple"")",4.5,3,1021.4,46.6,29.2,328.1,147.7,1.7,100.1,6.9,2,NA,"c(""Mix in order given: flour, sugar, butter and cheese.  Place apples in bottom of baking dish."", ""Pour cheese mixture  over apples."", ""Bake 30 to 40 minutes at 350 degrees."")"
1947,Chicken Mole,1556,Strawberry Girl,NA,PT0S,PT0S,Make and share this Chicken Mole recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/47/picedzw81.jpg""",Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""Mexican"", ""Healthy"", ""< 15 Mins"", ""Oven"")","c(""4"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1/2"", ""1"", ""2"", ""1/4"", ""2"")","c(""boneless skinless chicken breasts"", ""olive oil"", ""green onions"", ""garlic"", ""cocoa powder"", ""chili powder"", ""cumin"", ""tomato puree"", ""raisins"", ""water"", ""fresh coriander"")",4.5,7,196.5,4.6,0.9,172.9,12.5,2.3,7,26.9,4,NA,"c(""Preheat oven to 400F."", ""Place the chicken breasts in a baking dish and set aside. In a large non-stick saucepan, heat the oil."", ""Add the green onions and garlic and saute over medium heat for 1 minute. Add the tomato puree, raisins, water and  coriander and cook over low heat for about 10 minutes uncovered."", ""Pour the sauce  over the chicken and bake for 30-45 minutes until chicken is cooked through."")"
1955,Feaver's Pumpkin Fudge,1534,Tonkcats,NA,PT20M,PT20M,Make and share this Feaver's Pumpkin Fudge recipe from Food.com.,character(0),Candy,"c(""Dessert"", ""Vegetable"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 30 Mins"")","c(""1"", ""3"", ""3"", ""1/2"", ""1"", ""1/2"", ""1/2"", ""4"", ""1"")","c(""milk"", ""sugar"", ""light corn syrup"", ""pumpkin"", ""salt"", ""cinnamon"", ""allspice"", ""margarine"", ""vanilla"")",3.5,4,3103.5,54.6,15,855.2,668.5,1.2,617.8,9.2,NA,1 pan,"c(""In saucepan combine milk, sugar, syrup, pumpkin and salt. Cook over medium heat  and when mixture begins to bubble, reduce heat to simmer and cook to soft ball  stage. Remove from heat and beat in cinnamon, allspice, margarine and vanilla."", ""Allow to cool."", ""Then beat until thick and the mixture loses its gloss."", ""Spoon into buttered dish."", ""When firm, cut into squares."")"
1959,Sylvia's Famous Spareribs,1534,Tonkcats,NA,PT0S,PT0S,"These are the real thing. People come from around the corner, around the  city,  and around the world to eat these ribs at Sylvia's. The secret? Tangy, not  too  sweet barbecue sauce and a special way of preparing the ribs that's described   here.",character(0),< 15 Mins,"""Oven""","c(""3 1/2"", ""1 1/2"", ""1/2"", ""1/2"", ""2 -3"", ""16"", ""2 1/2"", ""1"", ""1"", ""3"", ""1 1/2"", ""1 1/2"", ""1"")","c(""salt"", ""black pepper"", ""red pepper flakes"", ""white wine vinegar"", ""crushed red pepper flakes"", ""onion"", ""celery"", ""tomato puree"", ""water"", ""sugar"", ""lemon"")",NA,NA,982.3,60.6,22.1,2151.9,48.9,2.5,43.4,59.7,8,NA,"c(""To make the ribs easier to handle, cut each slab between the middle bones  into  2 equal pieces."", ""Rub the salt, black pepper, and red pepper into both sides of   the  ribs."", ""Place the ribs in a deep baking dish, cover them, and refrigerate   overnight. Preheat the oven to 450F."", ""Pour the vinegar over the ribs and bake 1  1/2  hours."", ""Rotate the ribs two or three times during baking and spoon some of  the pan  juices over them."", ""Remove the  ribs from the baking dish and place in a  single layer on baking  sheets."", 
""(Line the baking sheets with aluminum foil for  easy cleanup.) Bake at  450 F for 1 hour."", ""The ribs should be tender and well  browned."", ""This much can  be done up to a day in advance. Cool the ribs, cover  tightly, and  refrigerate.  Bring to room temperature for about 1 hour before  continuing."", ""To finish the ribs, preheat the oven to  400 F."", ""Cut the slabs  between the  bones  into individual ribs."", ""Place the ribs in a baking dish large  enough to hold  them  comfortably."", ""Spoon enough of the barbecue sauce over them  to coat lightly."", 
""Cover the pan with aluminum foil and bake until heated  through, about 20  minutes. Serve with additional barbecue sauce on the side."", ""BARBECUE SAUCE   Ruth developed this recipe because she found most barbecue sauces too  vinegary  or bitter, and it's the secret to our popular ribs."", ""Simple to  prepare and   absolutely delicious, once made and strained it keeps for quite a while, at   least  a month."", ""Combine all the ingredients in a heavy pot and heat just till hot. Don't  bring  to  a boil or the sauce will turn dark and become thin."", 
""Cool the sauce to room   temperature, strain it, and store it in a tightly covered jar in the   refrigerator."")"
1967,Quick 'n' Tasty Alfredo Sauce,1811,Sheri Graham,PT10M,PT10M,PT20M,Make and share this Quick 'n' Tasty Alfredo Sauce recipe from Food.com.,character(0),Sauces,"c(""High In..."", ""< 30 Mins"", ""Easy"")","c(""1"", ""1"", ""1"", NA, NA)","c(""sour cream"", ""parmesan cheese"", ""butter"", ""cracked pepper"", ""crushed red pepper flakes"")",4.5,3,1044.7,90.3,55.8,1737.6,14.3,0,1.3,46.1,NA,1 batch,"c(""Melt butter in saucepan and add sour cream slowly, stirring constantly."", ""Shake  in Parmesan cheese while stirring until sauce thickens."", ""Add cracked pepper to  taste.  Add optional crushed red pepper for a fiery twist.  Pour over pasta & serve immediately."", ""This is enough sauce for two normal servings of pasta."", ""Recipe can be doubled,  tripled, etc. depending on servings."")"
1968,Seafoam Cake,1538,Duckie067,PT35M,PT10M,PT45M,Make and share this Seafoam Cake recipe from Food.com.,character(0),Dessert,"c(""< 60 Mins"", ""Oven"", ""Easy"")","c(""1"", ""1 1/2"", ""1"", ""10"", ""1"")","c(""all-purpose flour"", ""granulated sugar"", ""baking powder"", ""real vanilla"")",NA,NA,225.3,0.2,0,114.2,49.9,0.4,37.9,6.1,8,NA,"c(""Grease cake pan."", ""Line with waxed paper."", ""Mix, sift flour, sugar, and baking  powder 3 times."", ""Add gradually to  the egg whites, stirring after each addition."", ""Mix in the vanilla."", ""Pour into the pan."", ""Bake in oven at 350° for 35 - 45  minutes."")"
1970,Homemade Cottage Cheese,1538,Duckie067,NA,PT0S,PT0S,Make and share this Homemade Cottage Cheese recipe from Food.com.,character(0),Cheese,"c(""Very Low Carbs"", ""Low Protein"", ""Low Cholesterol"", ""< 15 Mins"", ""Easy"")","c(NA, ""1"", NA, NA, NA)","c(""water"", ""butter"", ""salt"")",NA,1,0,0,0,28.4,0,0,0,0,NA,1 batch,"c(""Heat the sour milk until it reaches 100*."", ""When it reaches this temp.,  pour into a strainer lined with cheese cloth."", ""Pour over 1 quart of  hot water."", ""Let curd hang in cheesecloth until all the whey has been  drained off."", ""In a mixing bowl, add enough cream and melted butter to  moisten the food."", ""Add salt."")"
1975,Grandma Hornsby's Homemade Noodles,1538,Duckie067,NA,PT0S,PT0S,Make and share this Grandma Hornsby's Homemade Noodles recipe from Food.com.,character(0),Healthy,"c(""< 15 Mins"", ""Easy"")","c(""1/4"", ""1"", ""1"")","c(""salt"", ""all-purpose flour"", ""egg"")",5,1,528.5,6.2,1.7,653.9,95.8,3.4,0.7,19.2,1,NA,"c(""Mix and sift flour and salt. Gradually add the egg until a stiff  dough is formed."", ""Knead for a few minutes on floured board."", ""Roll out  until it is 1/8 inches thick."", ""Cut into any length strips and let dry  completely."")"
1977,Gingerbread Man Cookies,1534,Tonkcats,PT10M,PT1H30M,PT1H40M,Make and share this Gingerbread Man Cookies recipe from Food.com.,character(0),Dessert,"c(""Cookie & Brownie"", ""Low Cholesterol"", ""Healthy"", ""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""2 1/2"", ""1"", ""1"", ""1/2"", ""1/4"", ""1/4"", ""1/4"", ""1/4"", ""2"", ""1"", ""1/4"")","c(""flour"", ""ginger"", ""baking powder"", ""clove"", ""cinnamon"", ""nutmeg"", ""margarine"", ""molasses"", ""sugar"", ""brown sugar"", ""water"")",NA,2,1919,49.1,10.2,939,335.5,9.6,77.5,33.1,NA,1 dozen,"c(""In a small bowl combine flour, ginger, baking powder, cloves, cinnamon and nutmeg."", ""Set aside. In small saucepan heat over low heat (melt) margarine, sugars and molasses."", ""Pour in large bowl; cool for 10 minutes."", ""Alternately stir in flour mixture and 1/4 cup water until well blended."", ""Cover; chill an hour."", ""Preheat oven to 350 degrees."", ""Roll out dough 1/8-inch thick, using 6-inch long cookie cutter."", ""Bake on sheet, sprayed with nonstick vegetable spray."", ""Decorate with raisins."", 
""Bake 5 to 7 minutes."")"
1978,Bruschetta,1534,Tonkcats,NA,PT0S,PT0S,Make and share this Bruschetta recipe from Food.com.,character(0),European,"c(""Very Low Carbs"", ""Low Protein"", ""Low Cholesterol"", ""< 15 Mins"", ""Easy"")","c(NA, NA, NA, NA, NA)","c(""tomatoes"", ""olive oil"", ""oregano"", ""salt"")",4,8,0,0,0,0,0,0,0,0,1,NA,"c(""Prepare the topping: Cut the tomatoes in little cubes."", ""Add the salt, the oregano and the oil."", ""Rub the bread with garlic."", ""Then grill it (or on the barbecue)."", ""Quickly spread the seasoned tomatoes and eat immediately."", ""(Nice with grilled meat and red wine.)"")"
1981,Cheese and Onion Pie,1819,Northern Trollers A,NA,PT15M,PT15M,This is a recipe passed along from my grandmother...not sure where she got it though.  It's one of those dishes that you either love or hate.  I love it!,character(0),Cheese,"c(""High Protein"", ""High In..."", ""< 15 Mins"", ""Oven"", ""Easy"")","c(""1"", NA, ""500"")","c(""onion"", ""sharp cheddar cheese"")",5,1,3912.2,290.3,136.5,5056.2,177.4,6.1,3.2,147.5,NA,1 pie,"c(""Layer onion slices, grated cheddar cheese and salt and pepper into prepared pie shell."", ""Continue layering until pie is heaped up.  Cover with pastry."", ""Bake."", ""Let cool slightly before slicing.  Can be eaten warm or cold."")"
1982,Good Season's Italian Dressing,1820,Lisa_Roy,NA,PT10M,PT10M,Make and share this Good Season's Italian Dressing recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/82/picGp1qO7.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/82/pickFvR1u.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/82/picd5dqIo.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/82/picylItZQ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/82/picuuspao.jpg""
)",European,"c(""Lactose Free"", ""Free Of..."", ""< 15 Mins"", ""Easy"")","c(""1"", ""1"", ""1"", ""2"", ""1"", ""1/4"", ""1"", ""1/4"", ""2"", ""1/4"", ""2/3"", ""2"")","c(""onion powder"", ""sugar"", ""oregano"", ""pepper"", ""basil"", ""parsley"", ""salt"", ""cider vinegar"", ""water"")",5,36,1414.8,145.7,18.9,13970.8,28.8,3.5,13.6,2.9,NA,1 cup,"""For dressing, mix 1/4 cup of cider vinegar, 2/3 cup of oil, 2 tablespoons of  water and 2 tablespoons of dry mix."""
1999,Peanut Patties,1534,Tonkcats,NA,PT0S,PT0S,Make and share this Peanut Patties recipe from Food.com.,character(0),Candy,"c(""Dessert"", ""Fruit"", ""Nuts"", ""< 15 Mins"", ""Easy"")","c(""2 1/2"", ""1"", ""2/3"", ""2 1/2"")","c(""sugar"", ""milk"", ""white corn syrup"", ""raw peanuts"")",4.5,2,200.3,7.9,1.3,13.6,31.1,1.3,24,4.3,NA,24 patties,"c(""Mix all of the ingredients in a heavy boiler (I use my 4 quart pressure cooker).  Bring to a boil."", ""Turn burner to simmer and cook for 1 hour."", ""Remove from heat and  add 1 teaspoon vanilla."", ""Beat until creamy as it cools."", ""Beating is a must for it  to turn out right. Spoon out into buttered muffin pan."")"
2002,Bobbing Apple Punch,1549,Dave5003,NA,PT0S,PT0S,Make and share this Bobbing Apple Punch recipe from Food.com.,character(0),Punch Beverage,"c(""Beverages"", ""Apple"", ""Fruit"", ""Kid Friendly"", ""Halloween"", ""< 15 Mins"", ""Easy"")","c(""1 1/2"", ""4"", ""1"", ""2"", ""4"", ""6"", ""1"")","c(""apple cider"", ""sugar"", ""ginger ale"", ""red apples"", ""orange"")",1,1,140.2,0.3,0,10.4,35.6,2.5,30.6,0.8,NA,NA,"c(""In punch bowl mix orange juice -- apple cider, pineapple juice and sugar."", ""Chill a couple of hours."", ""Before serving add ginger ale, apples, orange slices and ice  cubes."")"
